"X_index","X_uuid","reported_date"
158,"c67ce1ef-5fc1-4b5b-98bc-20f95221f225",2020-02-16
159,"16737c24-a37b-43d1-b991-1db8aee728b4",2020-02-16
160,"7fe72b53-2317-4466-aa9f-f3305767754c",2020-02-16
161,"5640ee6c-d28c-4a81-8022-286d596f5507",2020-02-16
162,"b46ec37f-5e92-4ebf-ae53-21562ba75e08",2020-02-16
163,"98aa4437-4799-4ac8-bbeb-bb8a736d45c9",2020-02-16
164,"9369c62c-044e-407a-a40a-f1645d3368aa",2020-02-16
165,"2b42463d-1440-4e52-943e-0c4618effa32",2020-02-16
166,"20b7e0a8-865a-462f-8132-1e79322a8a4b",2020-02-16
167,"e371b9ee-eafd-4567-8c4d-641018810900",2020-02-16
168,"0664a19b-ec5e-4c09-ae11-fce585788aed",2020-02-16
169,"fbcecfe5-ec66-403b-9488-702f19d0628f",2020-02-16
170,"9b436327-d0cd-415f-8082-dbd3a82fdbca",2020-02-16
171,"a033c289-ec51-4762-953a-9cc77d549454",2020-02-16
172,"ad1513e3-689e-4f04-a385-cfc6f80668b2",2020-02-16
173,"c8976e7e-706c-4673-acdc-f4a2c5ae525e",2020-02-16
174,"83a92284-f368-4609-bf0d-97c138212031",2020-02-16
175,"7f9e806b-9470-4bc6-9619-15a41635702a",2020-02-16
176,"112c4472-3ce5-464a-b4f7-779ab35d45a1",2020-02-16
177,"f8dbf0bf-7a1c-4adf-a38a-672f21ce8030",2020-02-16
178,"39309300-1229-48cf-bb5b-d10dc3278176",2020-02-16
179,"2ccb5ca1-7a77-4097-b6b4-1fe723296ad7",2020-02-16
180,"09b388af-9cd5-4cca-a26f-f3da51d59e04",2020-02-16
181,"7afd8089-289d-4a7f-9f2d-02778cf28c51",2020-02-16
182,"c883e199-fa70-4224-a643-b75a2aeb93fe",2020-02-16
183,"308ae611-3478-4da4-be1b-647bfc9b761f",2020-02-17
184,"4fe4788d-7531-4082-a2cd-53445f54bf86",2020-02-17
185,"0fad89ce-e2c5-4c17-a4cc-85e9e91e6203",2020-02-17
186,"fdc09e1c-0bde-4910-9527-1a76f9925b81",2020-02-17
187,"15407d51-f064-499c-b260-5f5c707c48a9",2020-02-17
188,"1e426f0f-46d5-4dbe-8650-6254e29b5cee",2020-02-17
189,"865b30a8-2c96-4662-b779-7d585d808838",2020-02-17
190,"ac5a0d0c-8842-4d4b-8581-611899e0a547",2020-02-17
191,"b1978fef-34e4-4c2d-9a93-535572ddd0ae",2020-02-17
192,"eb322cea-9931-4309-ba04-720b1af298a9",2020-02-17
193,"7ae787a0-5ad8-437c-a2b9-b09ca11e7bde",2020-02-17
194,"cda89887-5cc1-4940-bc68-63a547d9b2c1",2020-02-17
